cord_uid_a,cord_uid_b,similarity,title_a,title_b
3wopb3vk,lvi4n41u,-0.009838911,Factors predicting readmission in patients with COVID-19,Pflegen kann jede*r!
ja687t28,atva6mfp,-0.0097491415,Eight hospitalized patients with COVID-19,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
it7friew,4wcf4z93,-0.009685004,Vernachlässigen Sie Ihre Hauterkrankung nicht!,Acknowledgement to Referees: Acknowledgement to Referees
txgigz0f,fxrsgieg,-0.009679131,Patients visit to hospitals during covid-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
y8rkyux1,lvi4n41u,-0.009638331,Personal Cleanliness Activities in Preschool Classrooms,Pflegen kann jede*r!
cir2t25q,fxrsgieg,-0.009600908,Keeping the research spotlight on COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
qeu0v14c,s9qlcamb,-0.00955285,Moving Forward with Intent.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,zwmsahpe,-0.009521688,Pflegen kann jede*r!,Neurological symptoms and findings in COVID-19: a prospective clinical study.
lvi4n41u,yxqva9xi,-0.009416306,Pflegen kann jede*r!,Predictors of contracting COVID-19 in nursing homes: Implications for clinical practice.
fxrsgieg,scfwscfe,-0.009391593,COVID-19: Was Rheumapatienten jetzt wissen sollten,Endpoints for randomized controlled clinical trials for COVID-19 treatments.
3quxhorv,fxrsgieg,-0.009303938,Worksite tobacco control – a qualitative study on perspectives from employers and employees at small worksites,COVID-19: Was Rheumapatienten jetzt wissen sollten
mherdb4v,yoqu6npc,-0.009222619,Lessons for and from COVID‐19 for investors and their advisors,Berichten allein reicht nicht
c59xdzx1,s9qlcamb,-0.009190922,The Challenges Educators Face in Virtually Creating High Quality LMX with Students and Colleagues,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
s9qlcamb,vccd693a,-0.00913357,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,COVID-19: A Matter Close to the Heart
wud08mb0,lvi4n41u,-0.0090930825,The Perception of Market and Economic Risks by Owners and Managers of Enterprises in the V4 Countries,Pflegen kann jede*r!
fxrsgieg,kmlynj86,-0.009063067,COVID-19: Was Rheumapatienten jetzt wissen sollten,Treatment Journey of Covid-19 Patients in Hospital Settings
81cah6um,fxrsgieg,-0.00896356,Determinants of family entrepreneurship in the beekeeping sector,COVID-19: Was Rheumapatienten jetzt wissen sollten
h7wtvca0,z2ulnfop,-0.008816335,ResearchPaper:EfficacyofMyofascialReleaseTherapy on the Cardiorespiratory Functions in Patients With COVID-19,Fakten auf einen Blick
lvi4n41u,q8tm88ki,-0.008789712,Pflegen kann jede*r!,The Interplay of Policy and Institutions during COVID-19
25o8rmw3,4wcf4z93,-0.008782529,Jenseits von Husten und Pulsoxymetrie … Welche Symptome sind wichtig bei COVID-19?,Acknowledgement to Referees: Acknowledgement to Referees
lvi4n41u,oc4cv29f,-0.008744386,Pflegen kann jede*r!,The influence of COVID-19 on medical students memories
xwrbtwr8,4wcf4z93,-0.008625969,Effektives Gesundheitswesen dank eines starken Akutsektors,Acknowledgement to Referees: Acknowledgement to Referees
6m9s6eux,fxrsgieg,-0.008577391,Patient and public involvement in numerical aspects of trials (PoINT): exploring patient and public partners experiences and identifying stakeholder priorities,COVID-19: Was Rheumapatienten jetzt wissen sollten
gtipnn8b,fxrsgieg,-0.008488562,A retrospective study: meteorological factors and COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
xhfmio7k,fxrsgieg,-0.008447182,Can Bats Serve as Reservoirs for Arboviruses?,COVID-19: Was Rheumapatienten jetzt wissen sollten
mherdb4v,avobcnzk,-0.008397996,Lessons for and from COVID‐19 for investors and their advisors,Neue Impfempfehlungen - auch zu COVID-19
lvi4n41u,wurtrayz,-0.0083490275,Pflegen kann jede*r!,Health sources: Reviewing the news
ihg2zuhq,fxrsgieg,-0.00832329,Risk factors for mortality in COVID-19 patients in a community teaching hospital,COVID-19: Was Rheumapatienten jetzt wissen sollten
5229e2lj,s9qlcamb,-0.008117574,Challenges and Future Directions,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
ojtkitu2,z2ulnfop,-0.007904859,Urological issues in cyclists,Fakten auf einen Blick
yoqu6npc,ewl63b2i,-0.007885306,Berichten allein reicht nicht,Manufacturing Workers and Employers
4wcf4z93,pez6to2e,-0.007864045,Acknowledgement to Referees: Acknowledgement to Referees,Infektionsschutz: Wenn gegen Regeln verstoßen wird
c2io6utd,e69c9wyw,-0.007861845,Employment Consequences of COVID-19 for People with Disabilities and Employers,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,boys7vbd,-0.00785109,Pflegen kann jede*r!,Issues and Challenges of Public-Health Research in Developing Countries
lvi4n41u,pozw4che,-0.007813207,Pflegen kann jede*r!,Reflections on Conducting Research From Home During COVID-19
lvi4n41u,4bqvm0kr,-0.0078015514,Pflegen kann jede*r!,The Humanizing and Civic Missions of History Education
lvi4n41u,cv7g8umq,-0.0077932887,Pflegen kann jede*r!,Metalcasting Industry Research
s9qlcamb,cat9ygia,-0.0075750435,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Telling the story of complex change: an Impact Framework for the real world
cir2t25q,s9qlcamb,-0.0075317733,Keeping the research spotlight on COVID-19,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
s9qlcamb,de2m5809,-0.007391992,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Continuing Research in the Face of Adversity
8615p7xh,4wcf4z93,-0.007356557,Rentenpolitik ist nicht nachhaltig,Acknowledgement to Referees: Acknowledgement to Referees
txgigz0f,atva6mfp,-0.007319667,Patients visit to hospitals during covid-19,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
guvc9aa0,lvi4n41u,-0.0073070247,Explaining Errors in Predictions of At-Risk Students in Distance Learning Education,Pflegen kann jede*r!
lvi4n41u,e52wuc0h,-0.00730431,Pflegen kann jede*r!,Setting healthcare priorities in hospitals: a review of empirical studies
3q8uv1oj,fxrsgieg,-0.0072501036,Carbapenemase-producing Enterobacterales infections in COVID-19 patients,COVID-19: Was Rheumapatienten jetzt wissen sollten
z08v4eew,fxrsgieg,-0.007227523,Key factors driving customers’ restaurant dining behavior during the COVID-19 pandemic,COVID-19: Was Rheumapatienten jetzt wissen sollten
4v8lzz4b,lvi4n41u,-0.0072079897,"Distance Lectures in University Studies: Advantages, Disadvantages, Improvement",Pflegen kann jede*r!
lvi4n41u,h89inst7,-0.0072010914,Pflegen kann jede*r!,Covid-19: A Review of Economic Impacts on Different Sectors and Industries
izlpz4qn,z2ulnfop,-0.007157344,Risk Factors for Mortality of COVID-19 Patients,Fakten auf einen Blick
8615p7xh,mherdb4v,-0.007078579,Rentenpolitik ist nicht nachhaltig,Lessons for and from COVID‐19 for investors and their advisors
atva6mfp,rz4n3tcf,-0.00703381,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur,Cardiological manifestations in patients with COVID-19
mherdb4v,fxrsgieg,-0.0069999117,Lessons for and from COVID‐19 for investors and their advisors,COVID-19: Was Rheumapatienten jetzt wissen sollten
tyh36ygb,s9qlcamb,-0.006881397,Frontlines: Going the Distance in a World Turned Upside Down,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
vp459s2g,fxrsgieg,-0.0068667578,Community Health Workers And COVID-19.,COVID-19: Was Rheumapatienten jetzt wissen sollten
cn83xmrs,mherdb4v,-0.0068118647,Was fliegt denn da?,Lessons for and from COVID‐19 for investors and their advisors
lvi4n41u,7rsv9lwd,-0.006800345,Pflegen kann jede*r!,Highlights of genetic programming 2020 events
1ygu24fy,fxrsgieg,-0.0066702906,Lessons from covid-19: visiting patients at home and assessing comorbidities.,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,b47ufs13,-0.0066205566,Pflegen kann jede*r!,Impact of COVID-19 on Medical Education: Perspectives From Students
lvi4n41u,3quxhorv,-0.0065980256,Pflegen kann jede*r!,Worksite tobacco control – a qualitative study on perspectives from employers and employees at small worksites
zljwzdo7,fxrsgieg,-0.0065046456,Dogs and Cats as Laboratory Animals,COVID-19: Was Rheumapatienten jetzt wissen sollten
4a0hsmfk,fxrsgieg,-0.006461647,"Contents of Volume 65, issues 1 and 2",COVID-19: Was Rheumapatienten jetzt wissen sollten
3r0cnx2z,s9qlcamb,-0.0064088833,4 Setting up the fieldwork,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
t1uikg0o,fxrsgieg,-0.006402639,Coinfection with other respiratory pathogens in COVID-19 patients,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,1ygu24fy,-0.0062687094,Pflegen kann jede*r!,Lessons from covid-19: visiting patients at home and assessing comorbidities.
fxrsgieg,iakhk7n9,-0.006261548,COVID-19: Was Rheumapatienten jetzt wissen sollten,Transforming Clinical Pathways.
lvi4n41u,94oreuv8,-0.0061291563,Pflegen kann jede*r!,COVID‐19 and entrepreneurship: Future research directions
7zrrxchi,fxrsgieg,-0.006104482,"[COVID-19, impact on residents and caregivers].",COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,9rs5jk6m,-0.0060666413,Pflegen kann jede*r!,Results are not generalizable to children attending school.
lki0f07b,lvi4n41u,-0.0060081515,Attending Doctoral Events—Experiences and Lessons,Pflegen kann jede*r!
xcsdrq7i,fxrsgieg,-0.0059961053,"Clinical Characteristics, Serological and Radiological Longitudinal Changes of Patients with COVID-19.",COVID-19: Was Rheumapatienten jetzt wissen sollten
s9qlcamb,bmzx8ei4,-0.0058486876,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Research in COVID-19 times: The way forward.
csqf1rpu,s9qlcamb,-0.0058332984,A different way of nursing.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,izlpz4qn,-0.0057945787,Pflegen kann jede*r!,Risk Factors for Mortality of COVID-19 Patients
uoxl30fm,fxrsgieg,-0.005762191,Clinical and epidemiological aspects of human bocavirus infection,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,psg0dmmc,-0.0057472377,Pflegen kann jede*r!,Virtual visits: Moving clinical trials visits from clinics to homes
p81l6zvz,mherdb4v,-0.005682963,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Lessons for and from COVID‐19 for investors and their advisors
sc65zozv,lvi4n41u,-0.0056008957,Lives or Livelihoods? Perceived Tradeoffs and Policy Demand,Pflegen kann jede*r!
lvi4n41u,fiskunb4,-0.0055078496,Pflegen kann jede*r!,The COVID-19 Pandemic: Challenges for the Neurosurgeons and Neurologists.
lvi4n41u,g51479nn,-0.0054939943,Pflegen kann jede*r!,Some comments on hagiographic studies
rh5vvq4d,ewl63b2i,-0.0053923368,Wie lange dauert eine Langzeitanwendung?,Manufacturing Workers and Employers
s484g3sx,4wcf4z93,-0.005384348,Der optimale Blutdruck nach einem Schlaganfall,Acknowledgement to Referees: Acknowledgement to Referees
n2731fdz,lvi4n41u,-0.0053494466,Survey Findings of Challenges with Teleneuropsychological Assessment and Advice in Mitigating these Challenges,Pflegen kann jede*r!
lvi4n41u,33alavtn,-0.0051792813,Pflegen kann jede*r!,Performances of clinical characteristics and radiological findings in identifying COVID-19 from suspected cases
g37nuhpl,fxrsgieg,-0.00513856,Neuroimaging Findings in Patients with COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,okx20rp3,-0.0048939246,Pflegen kann jede*r!,Scientists fear that 'covidization' is distorting research
lvi4n41u,8wtyqkgn,-0.0048631565,Pflegen kann jede*r!,Editors' Selections from Relevant Scientific Publications
e15swxek,fxrsgieg,-0.004845466,Meeting the Challenges of COVID-19 at the Close of 2020,COVID-19: Was Rheumapatienten jetzt wissen sollten
er700k8b,fxrsgieg,-0.0047513805,Parasites and pest population management,COVID-19: Was Rheumapatienten jetzt wissen sollten
tgqy3jdu,lvi4n41u,-0.004691966,"Risk Factors Prediction, Clinical Outcomes and Mortality of COVID-19 Patients",Pflegen kann jede*r!
ezre84xu,lvi4n41u,-0.0046008197,"Borders, Immigrants, And Health",Pflegen kann jede*r!
4wcf4z93,xra1kr2m,-0.004591346,Acknowledgement to Referees: Acknowledgement to Referees,Haut kann Hinweis auf Verlauf liefern
bjo6hun1,e69c9wyw,-0.004528837,Scientists' lanes and headwinds.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
d7rlj43k,mherdb4v,-0.00449727,Einladung zu einer Hybrid-Veranstaltung 2022,Lessons for and from COVID‐19 for investors and their advisors
c49jxl06,fxrsgieg,-0.0043543056,Host factors: Implications in immunopathogenesis of COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
hqvqsjtn,fxrsgieg,-0.00434394,Challenges in Infectious Diseases for Haematologists.,COVID-19: Was Rheumapatienten jetzt wissen sollten
fxrsgieg,uu20ur49,-0.0043232683,COVID-19: Was Rheumapatienten jetzt wissen sollten,Clinical characteristics and risk factors for mortality in hematologic patients affected By COVID-19.
z2ulnfop,ndzft9az,-0.0042931875,Fakten auf einen Blick,Hematological parameters- as mortality predictors in COVID-19 patients
fkbmy9bb,3qxqvmon,-0.004291222,"With gain and gratitude, I am retiring",Współzależność przemysłu 4.0 z gospodarką o obiegu zamkniętym: w poszukiwaniu wspólnego obszaru definicyjnego
49frsu96,fxrsgieg,-0.004266259,Measuring Cumulative Stressfulness: Psychometric Properties of the COVID-19 Stressors Scale,COVID-19: Was Rheumapatienten jetzt wissen sollten
wq8s32ds,4wcf4z93,-0.004244556,Auswirkungen von COVID-19 auf die männliche Fertilität,Acknowledgement to Referees: Acknowledgement to Referees
s9qlcamb,6ct4swpm,-0.004204811,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Time to rethink our lives and businesses
lvi4n41u,iak66nv9,-0.004199946,Pflegen kann jede*r!,Health-Related Behaviors and Odds of COVID-19 Hospitalization in a Military Population
lvi4n41u,zbajalq2,-0.004149592,Pflegen kann jede*r!,Neurological manifestations as prognostic factors in COVID-19: a retrospective cohort study
zmjzvihk,atva6mfp,-0.0041194367,Masked Faces with Faced Masks,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
izlpz4qn,atva6mfp,-0.004066018,Risk Factors for Mortality of COVID-19 Patients,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
fxrsgieg,2htz7vwb,-0.004060032,COVID-19: Was Rheumapatienten jetzt wissen sollten,State of the Society: SNMMI Thrives Despite COVID-19 Challenges.
lvi4n41u,aivriq35,-0.0040406114,Pflegen kann jede*r!,The psychiatric consequences of COVID-19: 8 Studies
lvi4n41u,0mgqnwrj,-0.004002446,Pflegen kann jede*r!,Exploring the perceived benefits of ethics education for laboratory professionals
aj4ci6pu,fxrsgieg,-0.0039564567,Biosafety Guidelines for COVID-19 Specimens in Biobanks.,COVID-19: Was Rheumapatienten jetzt wissen sollten
33alavtn,fxrsgieg,-0.0038450514,Performances of clinical characteristics and radiological findings in identifying COVID-19 from suspected cases,COVID-19: Was Rheumapatienten jetzt wissen sollten
zljwzdo7,77zkfwr7,-0.0038406323,Dogs and Cats as Laboratory Animals,Masterplan Rohstoffe 2030 – Eine Rohstoffstrategie für Österreich
3v11325w,fxrsgieg,-0.003817656,COVID-19 in Children and the Dynamics of Infection in Families,COVID-19: Was Rheumapatienten jetzt wissen sollten
e1ztoqwd,e69c9wyw,-0.0038157823,Infectious Agents as Potential Drivers of α-Synucleinopathies.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,fu6ruwf0,-0.0037973116,Pflegen kann jede*r!,Focus on fitness . . . and other stories
lvi4n41u,e2xu7s18,-0.0037923593,Pflegen kann jede*r!,Current trends and innovations
96rup00o,fxrsgieg,-0.0037462015,Interactions of Pathogens with the Host,COVID-19: Was Rheumapatienten jetzt wissen sollten
vur1c2nf,avobcnzk,-0.0037405835,Communicating With Patients and Families During COVID-19,Neue Impfempfehlungen - auch zu COVID-19
8s6v1c9z,fxrsgieg,-0.0037249406,Representative Committees of Peers,COVID-19: Was Rheumapatienten jetzt wissen sollten
zn3xk5ls,s9qlcamb,-0.0037176234,As close as possible to researchers and caregivers,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
mherdb4v,rh5vvq4d,-0.0036807405,Lessons for and from COVID‐19 for investors and their advisors,Wie lange dauert eine Langzeitanwendung?
lvi4n41u,3ew4java,-0.0035749143,Pflegen kann jede*r!,"Calculated grades, predicted grades, forecasted grades and actual A-level grades: Reliability, correlations and predictive validity in medical school applicants, undergraduates, and postgraduates in a time of COVID-19"
evknjdo8,vur1c2nf,-0.003559764,Eine neue Ära beginnt!,Communicating With Patients and Families During COVID-19
tbm75ee3,lvi4n41u,-0.003528906,Predicting Mortality from Credit Reports,Pflegen kann jede*r!
v813lpzd,fxrsgieg,-0.0035119886,An Otorhinolaryngology Perspective Into a Hospital COVID-19 Cluster,COVID-19: Was Rheumapatienten jetzt wissen sollten
g6r9ipf0,lvi4n41u,-0.0035039457,"COVID – 19 impacts cities, culture and society",Pflegen kann jede*r!
7qvs4u3h,fxrsgieg,-0.00341276,Clinical manifestations of blood cell parameters and inflammatory factors in 92 patients with COVID-19.,COVID-19: Was Rheumapatienten jetzt wissen sollten
bhimxnxq,z2ulnfop,-0.003375759,Serological characteristics of COVID-19 patients.,Fakten auf einen Blick
feyodvgf,fxrsgieg,-0.003342797,Comparative aspects and aetiology,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,fhhhp1lm,-0.0033157987,Pflegen kann jede*r!,A-83 Neuropsychological Outcomes in Two COVID-19 Patients
utihmwb4,fxrsgieg,-0.0032880886,Disinfection Policies in Hospitals and the Community,COVID-19: Was Rheumapatienten jetzt wissen sollten
atva6mfp,awlbyl7t,-0.0031292168,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur,P5‐23: Neurological complications of patients with COVID‐19
